,,Electoral Commission of Ghana,,,,,,,
Constituency,,DORMAA WEST,,,,Registered Voters:,,"64,483",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Yaw Asiedu-Mensah,,M,61,"20,331",50.0%,,,
NDC,Thomas Kwame Yeboah,,M,41,"17,618",43.3%,,,
IND,Dr. Solomon Anso Manson,,M,64,"1,088",2.7%,,,
NRP,Chou-En-Lai Paul Ankomah,,M,52,588,1.4%,,,
CPP,Kofi Adu-Gyamfi,,M,34,460,1.1%,,,
PNC,Christopher AA-Bagme,,M,41,369,0.9%,,,
UGM,Arhin Seth Asante,,M,27,211,0.5%,,,
,,Total Votes Cast,"40,730",Valid Votes,"40,665",Rejected Votes,65,Turn-Out:,63.2%
Constituency,,JAMAN,,,,Registered Voters:,,"95,581",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Anna Nyamekye (Mrs),,F,46,"19,720",48.3%,,,
NDC,Nicholas Appiah-Kubi,,M,,"18,807",46.0%,,,
NRP,Clement Anane,,M,48,"1,591",3.9%,,,
CPP,Stephen Kwabena Nkyibena,,M,70,403,1.0%,,,
PNC,Fadel Musah Gyasi,,M,24,348,0.9%,,,
,,Total Votes Cast,"41,118",Valid Votes,"40,869",Rejected Votes,249,Turn-Out:,43.0%
Constituency,,KINTAMPO,,,,Registered Voters:,,"80,028",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Yaw Effah-Baafi,,M,43,"14,134",32.0%,,,
NPP,Yaw Adjei-Duffour,,M,51,"13,039",29.5%,,,
IND,Ishmale Bin Abdallah,,M,43,"4,760",10.8%,,,
PNC,Peter Ndela,,M,31,"3,593",8.1%,,,
IND,Emmanuel Nsiah Dwomoh,,M,43,"3,473",7.9%,,,
IND,Gladys Abena Nsowaa,,F,44,"1,737",3.9%,,,
CPP,Ahmed Mohammed Dapaah,,M,54,"1,626",3.7%,,,
NRP,Sulemana Badivare Kukuje,,M,40,976,2.2%,,,
UGM,Anarwat Joseph Yendu,,M,36,815,1.8%,,,
,,Total Votes Cast,"45,801",Valid Votes,"44,153",Rejected Votes,1648,Turn-Out:,57.2%
12 December 2007,,,,,,,Page 13 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,BRONG-AHAFO,,,,,,,
Constituency,,NKORANZA,,,,Registered Voters:,,"70,319",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Hayford Francis Amoako,,M,46,"20,828",49.6%,,,
NPP,Kwame Amporfo Twumasi,,M,46,"19,384",46.2%,,,
PNC,Justice Owoahene Acheampong,,M,43,735,1.8%,,,
CPP,Kwaku Poku-Boah,,M,62,533,1.3%,,,
NRP,James Opoku-Worae,,M,55,383,0.9%,,,
UGM,Owusu Benjamin,,M,26,111,0.3%,,,
EGLE,Thomas Owusu-Ansah,,M,34,,,,,
,,Total Votes Cast,"43,098",Valid Votes,"41,974",Rejected Votes,1124,Turn-Out:,61.3%
Constituency,,SENE,,,,Registered Voters:,,"36,682",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Felix Twumasi-Appiah,,M,32,"14,567",68.1%,,,
NPP,Isaac Sunkwa-Hyeaman,,M,52,"5,152",24.1%,,,
NRP,Geoffrey Agbo,,M,45,"1,248",5.8%,,,
CPP,Abukasim Tahiru,,M,56,428,2.0%,,,
,,Total Votes Cast,"21,465",Valid Votes,"21,395",Rejected Votes,70,Turn-Out:,58.5%
Constituency,,SUNYANI EAST,,,,Registered Voters:,,"71,909",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Joseph Henry Mensah,,M,72,"27,756",65.1%,,,
NDC,Capt.(rtd) F. Adu Kwaku Nkrumah,,M,44,"11,550",27.1%,,,
CPP,Shiekh Mustapha Abdullah,,M,47,"1,269",3.0%,,,
PNC,Moses Owusu-Yeboah,,M,49,"1,039",2.4%,,,
UGM,Boachie Amankwaa,,M,36,592,1.4%,,,
NRP,Boniface Kojo Mensah,,M,54,427,1.0%,,,
,,Total Votes Cast,"43,128",Valid Votes,"42,633",Rejected Votes,495,Turn-Out:,60.0%
12 December 2007,,,,,,,Page 14 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,BRONG-AHAFO,,,,,,,
Constituency,,SUNYANI WEST,,,,Registered Voters:,,"44,258",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Kwadwo Adjei Darko,,M,52,"14,823",53.2%,,,
NDC,Kwadwo Nyamekye-Marfo,,M,45,"11,111",39.8%,,,
CPP,Kwaku Twumasi-Ankrah,,M,60,650,2.3%,,,
NRP,Kyei-Mensah Monica,,F,44,578,2.1%,,,
IND,Patrick Obeng-Mensah,,M,47,487,1.7%,,,
PNC,Wilberforce Nabita Amoah,,M,48,237,0.8%,,,
,,Total Votes Cast,"28,413",Valid Votes,"27,886",Rejected Votes,527,Turn-Out:,64.2%
Constituency,,TANO NORTH,,,,Registered Voters:,,"36,001",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Joe Donkor,,M,58,"13,408",56.8%,,,
NDC,Nana Opoku Acheampong,,M,51,"9,361",39.7%,,,
NRP,Alex Owusu Kwakye,,M,36,374,1.6%,,,
PNC,Appiah Kwadwo John,,M,49,264,1.1%,,,
CPP,Addo Kwasi,,M,56,190,0.8%,,,
,,Total Votes Cast,"23,924",Valid Votes,"23,597",Rejected Votes,327,Turn-Out:,66.5%
Constituency,,TANO SOUTH,,,,Registered Voters:,,"39,710",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Andrews Adjei-Yeboah,,M,44,"14,003",57.3%,,,
NDC,Kwadwo Owusu Agyeman,,M,45,"9,885",40.5%,,,
CPP,Yaw Amankwaah,,M,48,210,0.9%,,,
NRP,John Arthur,,M,41,198,0.8%,,,
PNC,Osman Asante-Bonsu,,M,44,134,0.5%,,,
,,Total Votes Cast,"24,920",Valid Votes,"24,430",Rejected Votes,490,Turn-Out:,62.8%
12 December 2007,,,,,,,Page 15 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,BRONG-AHAFO,,,,,,,
Constituency,,TECHIMAN NORTH,,,,Registered Voters:,,"32,024",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Adjei-Mensah Isaac Kwadwo,,M,57,"9,830",49.8%,,,
NPP,Isaac Osei-Antwi,,M,44,"9,533",48.3%,,,
NRP,Thomas Oti,,M,54,225,1.1%,,,
UGM,James Stephen Fordwour,,M,56,157,0.8%,,,
CPP,Yeboah Godfrey,,M,48,,,,,
,,Total Votes Cast,"20,362",Valid Votes,"19,745",Rejected Votes,617,Turn-Out:,63.6%
Constituency,,TECHIMAN SOUTH,,,,Registered Voters:,,"62,222",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Prince Oduro-Mensah,,M,41,"17,350",44.3%,,,
NDC,Kwadwo Maama Adam (Alhaji),,M,42,"16,936",43.3%,,,
IND,Joshua Kwame Owusu-Brempong,,M,44,"3,465",8.9%,,,
CPP,Moses Kofi Boakye,,M,47,990,2.5%,,,
UGM,Afrifa Okyere Benjamin,,M,32,273,0.7%,,,
NRP,Kofi Boakye Saarah-Mensah,,M,47,123,0.3%,,,
,,Total Votes Cast,"39,948",Valid Votes,"39,137",Rejected Votes,811,Turn-Out:,64.2%
Constituency,,WENCHI EAST,,,,Registered Voters:,,"44,164",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Moctar Musah Bambah,,M,46,"14,954",55.9%,,,
NDC,Frederick Osei-Dabankah,,M,38,"10,563",39.5%,,,
NRP,Kwaku Amoa-Tutu,,M,47,533,2.0%,,,
CPP,Agyenim Boaten Agyei,,M,46,529,2.0%,,,
UGM,Takyi Kwame Anokye,,M,29,177,0.7%,,,
,,Total Votes Cast,"27,536",Valid Votes,"26,756",Rejected Votes,780,Turn-Out:,62.3%
Constituency,,WENCHI WEST,,,,Registered Voters:,,"50,394",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Johnson Asiedu Nketiah,,M,44,"11,720",49.2%,,,
NPP,Joe Danquah,,M,30,"11,041",46.4%,,,
NRP,Kusi Edward Kofi,,M,35,542,2.3%,,,
CPP,Joana Mayfair Abebrese,,F,47,507,2.1%,,,
,,Total Votes Cast,"24,531",Valid Votes,"23,810",Rejected Votes,721,Turn-Out:,48.7%
12 December 2007,,,,,,,Page 16 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,CENTRAL,,,,,,,
Constituency,,ABURA/ASEBU/KWAMANKESE,,,,Registered Voters:,,"50,227",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Harry Halifax-Hayford,,M,52,"13,661",44.9%,,,
NPP,Andrew K. Mensah,,M,45,"12,541",41.2%,,,
CPP,Raymond Nonnatus Osei,,M,48,"2,570",8.4%,,,
NRP,Joshua Alfred Amuah,,M,39,"1,093",3.6%,,,
PNC,Ametorwo Richard Korbla,,M,43,321,1.1%,,,
UGM,Yeboah Peter,,M,28,263,0.9%,,,
,,Total Votes Cast,"31,130",Valid Votes,"30,449",Rejected Votes,681,Turn-Out:,62.0%
Constituency,,AGONA EAST,,,,Registered Voters:,,"38,792",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kweku Adu Yeboah,,M,42,"10,989",45.9%,,,
NPP,John Agyabeng,,M,35,"10,664",44.6%,,,
NRP,Kofi Anane Adjei,,M,43,"1,816",7.6%,,,
CPP,Joseph Kodjo Duodu,,M,46,268,1.1%,,,
PNC,Isaiah Kwame Asante,,M,61,199,0.8%,,,
,,Total Votes Cast,"24,102",Valid Votes,"23,936",Rejected Votes,166,Turn-Out:,62.1%
Constituency,,AGONA WEST,,,,Registered Voters:,,"55,739",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Samuel Kweku Obodai,,M,40,"21,443",57.5%,,,
NDC,Samuel Oppong,,M,52,"13,784",36.9%,,,
NRP,Kojo Anan,,M,51,988,2.6%,,,
CPP,Matthew Caurie,,M,64,679,1.8%,,,
PNC,Abu Hamid Wanzam,,M,45,430,1.2%,,,
,,Total Votes Cast,"37,445",Valid Votes,"37,324",Rejected Votes,121,Turn-Out:,67.2%
12 December 2007,,,,,,,Page 17 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,CENTRAL,,,,,,,
Constituency,,AJUMAKO/ENYAN/ESIAM,,,,Registered Voters:,,"53,032",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Isaac Eduosar Edumadze,,M,43,"15,336",50.3%,,,
NDC,Mary Padmore Dadzie,,F,58,"12,681",41.6%,,,
NRP,Kwame Adomako-Mensah,,M,41,"1,314",4.3%,,,
CPP,Jonathan Suliman Otabil,,M,43,747,2.4%,,,
PNC,Robert Anthony Gyaisie,,M,37,307,1.0%,,,
UGM,Kojo Banafo,,M,30,115,0.4%,,,
,,Total Votes Cast,"31,073",Valid Votes,"30,500",Rejected Votes,573,Turn-Out:,58.6%
Constituency,,ASIKUMA/ODOBEN/BRAKWA,,,,Registered Voters:,,"45,961",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Paul C. Appiah-Ofori,,M,57,"16,225",51.9%,,,
NDC,Ebenezer Kobina Fosu,,M,48,"13,559",43.4%,,,
NRP,Kofi Tutu Baidoo,,M,47,636,2.0%,,,
CPP,Isaiah Kwamina Yampson,,M,66,630,2.0%,,,
UGM,Yevenyo Kwame,,M,26,189,0.6%,,,
,,Total Votes Cast,"32,108",Valid Votes,"31,239",Rejected Votes,869,Turn-Out:,69.9%
Constituency,,ASSIN NORTH,,,,Registered Voters:,,"55,385",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Ken Ohene Agyapong,,M,40,"20,066",56.6%,,,
NDC,Florence Kumi,,F,55,"14,071",39.7%,,,
CPP,Samuel Asare-Kyire,,M,68,657,1.9%,,,
NRP,Theresa Acquah,,F,41,352,1.0%,,,
UGM,Anthony Nkrumah,,M,29,314,0.9%,,,
,,Total Votes Cast,"36,635",Valid Votes,"35,460",Rejected Votes,1175,Turn-Out:,66.1%
Constituency,,ASSIN SOUTH,,,,Registered Voters:,,"39,200",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Dominic Kwaku Fobih,,M,58,"16,140",60.3%,,,
NDC,Dadzie Kwaku Al-hassan,,M,50,"10,031",37.5%,,,
NRP,Antwi Boasiako Boadi,,M,33,593,2.2%,,,
,,Total Votes Cast,"27,385",Valid Votes,"26,764",Rejected Votes,621,Turn-Out:,69.9%
12 December 2007,,,,,,,Page 18 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,CENTRAL,,,,,,,
Constituency,,AWUTU/SENYA,,,,Registered Voters:,,"54,295",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Hanna Tetteh K. Podar,,F,33,"18,813",52.3%,,,
NPP,John,Kojo Ackah,M,52,"12,639",35.2%,,,
CPP,Joshua Kweku Bentum,,M,62,"3,425",9.5%,,,
NRP,Sam Kish,,M,40,513,1.4%,,,
PNC,Yusif Abdallah,,M,50,451,1.3%,,,
UGM,Isaac Afful-Brew,,M,45,116,0.3%,,,
,,Total Votes Cast,"36,916",Valid Votes,"35,957",Rejected Votes,959,Turn-Out:,68.0%
Constituency,,CAPE COAST,,,,Registered Voters:,,"81,265",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Christine Churcher,,F,,"31,573",55.7%,,,
NDC,Ebo Barton-Odro,,M,48,"23,550",41.6%,,,
CPP,Araba Bentsi-Enchill,,F,51,846,1.5%,,,
PNC,Macdonald Kobbs Tongo,,M,38,374,0.7%,,,
NRP,Kweku Orleans-Lindsay,,M,27,309,0.5%,,,
UGM,James Aggrey,,M,29,,,,,
,,Total Votes Cast,"56,953",Valid Votes,"56,652",Rejected Votes,301,Turn-Out:,70.1%
Constituency,,EFFUTU,,,,Registered Voters:,,"29,452",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Mike Allen Hammah,,M,45,"9,716",48.1%,,,
NPP,Oheneba A. Akyeampong,,M,50,"9,470",46.9%,,,
IND,Frank Ebo Sam,,M,47,399,2.0%,,,
CPP,Kingsley Arko Sam,,M,51,275,1.4%,,,
PNC,Ebenezer Newman-Acquah,,M,41,180,0.9%,,,
NRP,Benjamin K. Abbiw,,M,69,139,0.7%,,,
GCPP,Alex Kweku Aidoo,,M,40,,,,,
,,Total Votes Cast,"20,475",Valid Votes,"20,179",Rejected Votes,296,Turn-Out:,69.5%
12 December 2007,,,,,,,Page 19 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,CENTRAL,,,,,,,
Constituency,,GOMOA EAST,,,,Registered Voters:,,"44,083",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Emmanuel Acheampong,,M,41,"10,900",47.6%,,,
NDC,Richard Annan,,M,57,"10,332",45.1%,,,
CPP,Michael L.K. Amoah,,M,68,792,3.5%,,,
NRP,James Kwaw Buafi,,M,46,496,2.2%,,,
UGM,Kwame Ebure,,M,56,233,1.0%,,,
PNC,Sam Ken Mensah,,M,62,165,0.7%,,,
,,Total Votes Cast,"24,168",Valid Votes,"22,918",Rejected Votes,1250,Turn-Out:,54.8%
Constituency,,GOMOA WEST,,,,Registered Voters:,,"53,311",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Ama Benyiwa-Doe,,F,50,"12,995",46.3%,,,
NPP,Benjamin Kojo Acquah,,M,54,"11,248",40.0%,,,
CPP,Kofi Amissah Essandoh,,M,66,"2,468",8.8%,,,
NRP,Muhammed M. Kassim,,M,35,"1,378",4.9%,,,
,,Total Votes Cast,"31,331",Valid Votes,"28,089",Rejected Votes,3242,Turn-Out:,58.8%
Constituency,,KOMENDA/EDINA/EGUAFO/ABIREM,,,,Registered Voters:,,"61,426",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Ato Quarshie,,M,56,"16,908",46.3%,,,
CPP,Papa Kwesi Nduom,,M,47,"15,941",43.7%,,,
NPP,George Manso-Howard,,M,63,"3,477",9.5%,,,
PNC,John K. Assifuah-Nunoo,,M,32,178,0.5%,,,
NRP,Robert Mensah Emmanuel,,M,58,,,,,
,,Total Votes Cast,"37,963",Valid Votes,"36,504",Rejected Votes,1459,Turn-Out:,61.8%
Constituency,,MFANTSIMAN EAST,,,,Registered Voters:,,"27,461",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Comfort Owusu,,F,60,"9,501",64.3%,,,
NPP,Joyce Thompson,,F,40,"2,391",16.2%,,,
CPP,Charles Imbeah,,M,50,"2,069",14.0%,,,
NRP,George Tawiah-Walker,,M,34,595,4.0%,,,
IND,Kwadwo B. Filson,,M,45,223,1.5%,,,
,,Total Votes Cast,"15,316",Valid Votes,"14,779",Rejected Votes,537,Turn-Out:,55.8%
12 December 2007,,,,,,,Page 20 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,CENTRAL,,,,,,,
Constituency,,MFANTSIMAN WEST,,,,Registered Voters:,,"63,100",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Jacob Scherrer Arthur,,M,62,"16,018",40.4%,,,
NPP,Edna Lovis Arthur,,F,40,"13,828",34.8%,,,
CPP,William Buckman,,M,61,"8,708",21.9%,,,
NRP,Ekow Quansah,,M,43,822,2.1%,,,
PNC,Joseph Mensah,,M,59,311,0.8%,,,
,,Total Votes Cast,"40,937",Valid Votes,"39,687",Rejected Votes,1250,Turn-Out:,64.9%
Constituency,,TWIFU/HEMANG/LOWER DENKYIRA,,,,Registered Voters:,,"55,358",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Abraham Owusu Baidoo,,M,41,"17,319",49.2%,,,
NPP,Abraham Dwuma Odoom,,M,48,"15,682",44.6%,,,
CPP,Elizabeth Bimpong,,F,52,"1,705",4.8%,,,
NRP,Jonathan R. Adofo,,M,48,488,1.4%,,,
,,Total Votes Cast,"36,102",Valid Votes,"35,194",Rejected Votes,908,Turn-Out:,65.2%
Constituency,,UPPER DENKYIRA,,,,Registered Voters:,,"62,739",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Charles Omar Nyanor,,M,65,"25,994",63.9%,,,
NDC,Kwaku Oduro-Bonsu,,M,54,"13,335",32.8%,,,
CPP,Beatrice Buadu,,F,47,891,2.2%,,,
NRP,Apeko-Kow Anderson,,M,50,289,0.7%,,,
UGM,Kwasi Antoban Joseph,,M,49,167,0.4%,,,
,,Total Votes Cast,"41,201",Valid Votes,"40,676",Rejected Votes,525,Turn-Out:,65.7%
12 December 2007,,,,,,,Page 21 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,ABETIFI,,,,Registered Voters:,,"41,931",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Eugene Atta Agyepong,,M,61,"11,226",45.9%,,,
NDC,Peter Wiafe Pepera,,M,46,"8,180",33.4%,,,
IND,Daniel Ntim Boateng,,M,50,"3,610",14.7%,,,
CPP,Sam Kwabena Agyeman,,M,48,627,2.6%,,,
NRP,Nana Akua Konadu,,F,50,595,2.4%,,,
PNC,Amanua Joyce,,F,44,170,0.7%,,,
UGM,Ben Adu-Agyekum,,M,41,74,0.3%,,,
,,Total Votes Cast,"24,592",Valid Votes,"24,482",Rejected Votes,110,Turn-Out:,58.6%
Constituency,,ABUAKWA,,,,Registered Voters:,,"68,782",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Nana Addo Dankwa Akuffo-Addo,,M,56,"28,633",62.5%,,,
NDC,Christiana Annor,,F,52,"14,486",31.6%,,,
IND,Addo-Aikins,,M,54,"1,088",2.4%,,,
PNC,Theresa Stella Amakye,,F,51,593,1.3%,,,
NRP,Kofi Opoku-Gyamera,,M,51,519,1.1%,,,
CPP,Isaac Duodu Awuah,,M,74,506,1.1%,,,
,,Total Votes Cast,"46,513",Valid Votes,"45,825",Rejected Votes,688,Turn-Out:,67.6%
Constituency,,AFRAM PLAINS NORTH,,,,Registered Voters:,,"33,237",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Joseph Tsatsu Agbenu,,M,64,"17,073",80.3%,,,
NPP,Joseph Buer Plahar,,M,64,"2,240",10.5%,,,
CPP,Albert Quarcoo-Zah,,M,55,"1,134",5.3%,,,
PNC,Amidu Tanko,,M,43,475,2.2%,,,
NRP,Azilaku Emmanuel Yaw,,M,36,349,1.6%,,,
,,Total Votes Cast,"21,868",Valid Votes,"21,271",Rejected Votes,597,Turn-Out:,65.8%
12 December 2007,,,,,,,Page 22 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,AFRAM PLAINS SOUTH,,,,Registered Voters:,,"29,786",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kwakye Addo,,M,49,"7,011",46.1%,,,
IND,Anthony Adongo,,M,,"4,660",30.6%,,,
NPP,John Addo Amponsah,,M,58,"2,079",13.7%,,,
NRP,Anthony Mensah,,M,48,"1,459",9.6%,,,
,,Total Votes Cast,"15,629",Valid Votes,"15,209",Rejected Votes,420,Turn-Out:,52.5%
Constituency,,AKIM ODA,,,,Registered Voters:,,"63,861",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Yaw Osafo-Maafo,,M,58,"25,709",61.3%,,,
NDC,Kojo Atta-Krah,,M,53,"14,766",35.2%,,,
IND,George Ntiamoah,,M,55,687,1.6%,,,
CPP,Abor Mensa,,M,67,342,0.8%,,,
NRP,Sarkodie Kwame Peter,,M,48,224,0.5%,,,
PNC,Sallau Adams Yawuza,,M,34,222,0.5%,,,
,,Total Votes Cast,"42,400",Valid Votes,"41,950",Rejected Votes,450,Turn-Out:,66.4%
Constituency,,AKIM SWEDRU,,,,Registered Voters:,,"39,442",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Felix Kwasi Owusu-Adjapong,,M,56,"14,614",56.8%,,,
NDC,Dr. Kwasi Akyem Apea-Kubi,,M,51,"9,567",37.2%,,,
IND,Yaw Tweneboah,,M,42,676,2.6%,,,
NRP,Ofosu Manu Alex,,M,27,495,1.9%,,,
CPP,Nana Braku Ntow-Anomah,,M,49,240,0.9%,,,
PNC,Yaw Appiah-Boateng,,M,66,144,0.6%,,,
,,Total Votes Cast,"26,022",Valid Votes,"25,736",Rejected Votes,286,Turn-Out:,66.0%
12 December 2007,,,,,,,Page 23 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,AKROPONG,,,,Registered Voters:,,"41,658",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Agyare Koi Larbi,,M,51,"8,659",31.1%,,,
NDC,Anthony Gyampo,,M,52,"8,625",31.0%,,,
IND,Albert Gyang Boohene,,M,67,"5,113",18.4%,,,
IND,Nana Esi Howe Botsio,,F,37,"4,394",15.8%,,,
CPP,Sakyi Boafo Akuffo,,M,59,914,3.3%,,,
PNC,Kofi Koranteng,,M,39,136,0.5%,,,
,,Total Votes Cast,"28,440",Valid Votes,"27,841",Rejected Votes,599,Turn-Out:,68.3%
Constituency,,AKWAPIM SOUTH,,,,Registered Voters:,,"61,920",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Seth Dankwa Wiafe,,M,42,"22,328",55.9%,,,
NDC,William Ntow Boahene,,M,42,"15,899",39.8%,,,
UGM,Runs Kwakye,,M,43,909,2.3%,,,
CPP,Paul Mark Owooh,,M,64,522,1.3%,,,
PNC,Ohene Nyarkoh,,M,60,297,0.7%,,,
IND,Wayak Gbeckor-Kove,,M,46,,,,,
,,Total Votes Cast,"40,554",Valid Votes,"39,955",Rejected Votes,599,Turn-Out:,65.5%
Constituency,,AKWATIA,,,,Registered Voters:,,"44,488",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Kiston Akomeng Kissi,,M,43,"13,805",48.9%,,,
NDC,Ahmed Jamal Mohammed,,M,31,"12,069",42.8%,,,
IND,Mary Adwoa Buabeng,,F,,"1,524",5.4%,,,
NRP,Christian Addo,,M,42,397,1.4%,,,
CPP,Agyei K. Samuel,,M,52,272,1.0%,,,
PNC,Kwame Kwarkoh Dickson,,M,32,162,0.6%,,,
,,Total Votes Cast,"28,289",Valid Votes,"28,229",Rejected Votes,60,Turn-Out:,63.6%
12 December 2007,,,,,,,Page 24 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,ASUOGYAMAN,,,,Registered Voters:,,"44,481",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Dwamena Bekoe,,M,43,"14,905",52.9%,,,
NPP,Godfried Kofi Siaw (Dr.),,M,,"12,579",44.7%,,,
NRP,Joseph Emmanuel Addi,,M,44,426,1.5%,,,
